1,2024_04_09__174523_891,user,0,1,map_state_2024_04_09__174523_884.ini
2,2024_04_09__174527_469,user,0,1,map_state_2024_04_09__174527_468.ini
3,2024_04_09__174530_567,user,0,1,map_state_2024_04_09__174530_566.ini
