T2024_04_15__142240_528,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142240_653,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142240_779,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142240_904,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142241_517,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142241_642,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142241_767,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142242_401,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142242_526,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142242_651,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142242_777,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142243_407,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142243_532,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142243_658,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142243_783,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142243_908,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_033,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_158,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_284,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142244_409,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_534,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_659,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142244_785,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142244_910,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142245_035,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142245_160,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142245_285,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142245_411,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142245_536,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142245_661,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142245_786,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142245_912,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142246_037,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142246_162,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142246_287,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142246_412,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142246_538,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142246_663,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142246_788,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142246_913,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142247_039,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142247_164,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142247_289,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142247_414,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142247_539,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142247_665,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142247_790,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142247_915,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142248_040,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142248_165,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142248_291,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142248_416,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142248_541,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142248_666,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142248_792,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142248_917,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142249_042,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142249_167,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142249_292,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142249_418,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142249_543,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142249_668,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142249_793,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142249_919,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142250_044,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142250_169,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142250_294,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142250_419,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142250_545,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142250_670,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142250_795,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142250_920,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142251_046,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142251_171,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142251_296,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142251_421,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142251_546,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142251_672,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142251_797,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142251_922,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_047,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_172,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_298,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142252_423,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_548,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_673,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142252_799,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142252_924,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142253_049,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_174,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_299,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_425,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142253_550,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_675,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_800,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142253_926,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142254_051,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142254_176,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142254_301,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142254_426,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142254_552,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142254_677,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142254_802,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142254_927,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142255_053,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142255_178,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142255_303,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142255_428,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142255_553,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142255_679,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142255_804,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142255_929,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_054,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_179,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_305,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142256_430,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_555,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_680,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142256_806,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142256_931,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142257_056,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_181,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_306,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_432,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142257_557,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_682,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_807,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142257_933,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142258_058,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142258_183,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142258_308,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142258_433,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142258_559,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142258_684,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142258_809,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142258_934,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142259_060,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142259_185,user,41,129,5,na,na,na,3,na,21,0,na,na,na
T2024_04_15__142259_310,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142259_435,user,41,129,5,na,na,na,3,na,22,0,na,na,na
T2024_04_15__142303_928,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142304_438,user,41,129,5,na,na,na,3,na,234,0,na,na,na
T2024_04_15__142304_676,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142304_927,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142305_662,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142305_913,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142306_163,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142306_919,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142307_169,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142307_926,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142308_176,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142308_426,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142308_677,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142308_927,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142309_178,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142309_303,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142309_428,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142309_553,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142313_934,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142324_028,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142334_128,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142344_218,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142344_228,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142351_689,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142351_939,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142352_190,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142353_943,user,41,129,5,na,na,na,3,na,109,0,na,na,na
T2024_04_15__142354_328,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142357_389,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142357_639,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142403_264,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142404_428,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142407_522,user,41,129,5,na,na,na,3,na,1261,0,na,na,na
T2024_04_15__142408_914,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142409_164,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142409_915,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142414_528,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142423_689,user,41,129,5,na,na,na,3,na,2507,0,na,na,na
T2024_04_15__142424_530,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142427_173,user,41,129,5,na,na,na,3,na,234,0,na,na,na
T2024_04_15__142427_887,user,41,129,5,na,na,na,3,na,234,0,na,na,na
T2024_04_15__142428_727,user,41,129,5,na,na,na,3,na,171,0,na,na,na
T2024_04_15__142429_141,user,41,129,5,na,na,na,3,na,623,0,na,na,na
T2024_04_15__142429_895,user,41,129,5,-1.478,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142430_145,user,41,129,5,-1.476,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142430_395,user,41,129,5,-1.487,0.000,0.000,2,na,37,0,na,na,na
T2024_04_15__142431_151,user,41,129,5,-1.431,0.000,0.000,2,na,37,0,na,na,na
T2024_04_15__142431_402,user,41,129,5,-1.318,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142431_652,user,41,129,5,-1.304,0.000,0.000,2,na,37,0,na,na,na
T2024_04_15__142431_903,user,41,129,5,-1.337,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142432_153,user,41,129,5,-1.337,0.000,0.000,2,na,37,0,na,na,na
T2024_04_15__142432_404,user,41,129,5,-1.313,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142432_654,user,41,129,5,-1.318,0.000,0.000,2,na,36,0,na,na,na
T2024_04_15__142432_904,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142433_030,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142433_155,user,41,129,5,na,na,na,3,na,110,0,na,na,na
T2024_04_15__142433_656,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142433_906,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142434_157,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142434_407,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142434_628,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142434_628,user,41,18,6,0.322,0.207,0.000,0
T2024_04_15__142439_421,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142439_671,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142439_921,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142444_728,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142444_728,user,41,18,6,0.500,0.323,0.000,0
T2024_04_15__142446_412,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142446_662,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142446_913,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142454_828,user,41,18,3,0.000,0.000,0.000,0
T2024_04_15__142454_828,user,41,18,6,0.241,0.156,0.000,0
T2024_04_15__142458_934,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142459_184,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142459_434,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142459_685,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142459_935,user,41,129,5,na,na,na,3,na,37,0,na,na,na
T2024_04_15__142500_186,user,41,129,5,na,na,na,3,na,36,0,na,na,na
T2024_04_15__142500_436,user,41,129,5,na,na,na,3,na,37,0,na,na,na
