15.04.2024 14.20.35, user, 1, 0, "Paired beacons angle visible", enabled, disabled
15.04.2024 14.22.09, user, 10, 5, device sleep, 
15.04.2024 14.22.38, user, 1, 0, "Service zones visible", disabled, enabled
15.04.2024 14.22.59, user, 11, 3, device wake, 
15.04.2024 14.23.00, user, 11, 3, device wake, 
15.04.2024 14.23.00, user, 11, 3, device wake, 
15.04.2024 14.23.48, user, 11, 4, device wake, 
15.04.2024 14.24.23, user, 11, 6, device wake, 
15.04.2024 14.25.07, user, 10, 3, device sleep, 
