11.04.2024 10.01.14, user, 1, 0, "Paired beacons angle visible", enabled, disabled
11.04.2024 10.03.00, user, 12, 0, device default, 
11.04.2024 10.03.00, user, 12, 0, device default, 
11.04.2024 10.03.00, user, 12, 0, device default, 
11.04.2024 10.03.01, user, 12, 0, device default, 
